geoid,total,inc_under_25k,per_under_25k
17031720500,1756,548,0.3120728929384966
17031720600,1370,530,0.38686131386861317
17031720700,2646,1081,0.40854119425547997
17031730100,2162,1270,0.5874190564292322
17031730201,5078,3259,0.6417881055533675
17031730202,3025,1890,0.6247933884297521
17031730300,931,571,0.6133190118152524
17031730400,3445,1998,0.5799709724238026
17031730500,3577,2310,0.6457925636007827
17031730600,2662,1659,0.6232156273478587
17031730700,1869,1247,0.6672017121455324
17031740100,2426,870,0.3586150041220115
17031740200,5346,2605,0.4872802095024317
17031740300,3684,1326,0.35993485342019543
17031740400,3664,1589,0.43367903930131
17031750100,3505,2167,0.6182596291012838
17031750200,2612,1067,0.40849923430321594
17031750300,1917,752,0.3922796035472092
17031750400,2731,1093,0.40021969974368365
17031750500,5109,3010,0.5891563906831082
17031750600,2819,1838,0.6520042568286627
17031760801,3494,1693,0.48454493417286776
17031760802,2182,1060,0.4857928505957837
17031760803,5192,2493,0.4801617873651772
17031770201,4829,2027,0.41975564299026713
17031770202,4107,1847,0.4497199902605308
17031770300,5931,2418,0.4076884167931209
17031770400,4049,2120,0.5235860706347246
17031770500,2714,1630,0.6005895357406043
17031770601,2810,1664,0.592170818505338
17031770602,4214,2515,0.5968201233981965
17031770700,2219,1045,0.4709328526363227
17031770800,4782,2574,0.5382685069008782
17031770901,4703,2475,0.5262598341484159
17031770902,3124,1542,0.49359795134443024
17031800100,1909,736,0.3855421686746988
17031800200,4766,1523,0.319555182543013
17031800300,2573,1032,0.4010882238631947
17031800400,2691,1137,0.42251950947603123
17031800500,3693,1624,0.4397508800433252
17031800600,1866,879,0.47106109324758844
17031800700,3652,1496,0.40963855421686746
17031800800,1788,483,0.2701342281879195
17031800900,3522,1373,0.3898353208404316
17031801000,3821,1471,0.384977754514525
17031801100,3332,1215,0.36464585834333735
17031801200,2783,1211,0.4351419331656486
17031801300,3466,1293,0.3730525100980958
17031801400,2287,944,0.41276781810231744
17031801500,5144,2510,0.4879471228615863
17031801601,3884,1735,0.44670442842430486
17031801603,3237,1884,0.5820203892493049
17031801605,4587,1678,0.3658164377588838
17031801606,4997,1872,0.37462477486491896
17031801607,4494,1826,0.40631953716065866
17031801608,5600,2160,0.38571428571428573
17031801701,2904,1231,0.4238980716253444
17031801702,3617,1370,0.3787669339231407
17031801800,5e3,2025,0.405
17031801901,3372,1241,0.3680308422301305
17031801902,2737,1283,0.4687614176105225
17031802002,4014,1914,0.476831091180867
17031802003,2164,838,0.38724584103512016
17031802004,3957,2140,0.5408137477887288
17031802100,2607,1075,0.4123513617184503
17031802200,3588,1423,0.3965997770345596
17031802300,4139,1713,0.4138680840782798
17031802402,4573,2490,0.5445003280122458
17031802403,1327,445,0.33534287867370005
17031802404,6089,3416,0.5610116603711611
17031802503,4453,1924,0.43206826858297775
17031802504,5547,2701,0.48692987200288446
17031802505,4850,2600,0.5360824742268041
17031802506,2017,1073,0.5319781854238969
17031802605,6024,2503,0.4155046480743692
17031802607,1152,460,0.3993055555555556
17031802608,5754,2628,0.456725755995829
17031802609,5073,2622,0.5168539325842697
17031802610,1449,601,0.4147688060731539
17031802701,5267,2623,0.49800645528764004
17031802702,3905,1793,0.4591549295774648
17031802801,3940,1705,0.43274111675126903
17031802802,5225,2365,0.45263157894736844
17031802900,4734,1957,0.4133924799324039
17031803005,2343,1046,0.44643619291506614
17031803007,4175,1637,0.39209580838323355
17031803008,3558,1447,0.40668915120854415
17031803010,3955,1375,0.347661188369153
17031803012,1915,817,0.4266318537859008
17031803013,4532,1793,0.39563106796116504
17031803014,2773,1165,0.42012261089073205
17031803015,3715,1472,0.3962314939434724
17031803016,2025,944,0.46617283950617283
17031803017,5285,1937,0.3665089877010407
17031803100,2629,1026,0.3902624572080639
17031803200,4730,2163,0.4572938689217759
17031803300,4914,1687,0.3433048433048433
17031803400,4742,1820,0.38380430198228593
17031803500,4816,2214,0.4597176079734219
17031803603,5508,2084,0.3783587509077705
17031803604,3472,1423,0.40985023041474655
17031803605,5833,2611,0.4476255786044917
17031803606,6342,3564,0.5619678334910123
17031803607,4119,1463,0.35518329691672734
17031803608,6164,2830,0.4591174561972745
17031803610,6068,2491,0.41051417270929463
17031803611,4686,2603,0.5554844216816048
17031803612,2655,1416,0.5333333333333333
17031803701,2370,815,0.3438818565400844
17031803702,5081,1994,0.39244243259200945
17031803800,3732,1330,0.35637727759914256
17031803901,2821,1103,0.39099610067352003
17031803902,2852,1135,0.3979663394109397
17031804000,3821,1612,0.42187908924365347
17031804102,5648,2227,0.39429886685552407
17031804104,3930,1457,0.3707379134860051
17031804105,3349,1399,0.41773663780232906
17031804106,5988,2701,0.4510688042752171
17031804108,3461,1230,0.3553886160069344
17031804109,2587,1335,0.516041747197526
17031804201,6600,2896,0.4387878787878788
17031804202,6262,2515,0.40162887256467583
17031804305,6262,3246,0.5183647396997765
17031804306,4602,2566,0.5575836592785746
17031804308,4364,1594,0.36526122823098073
17031804309,2572,1394,0.5419906687402799
17031804310,7005,2589,0.369593147751606
17031804311,6221,2678,0.4304774152065584
17031804403,5469,2670,0.4882062534284147
17031804404,3780,1842,0.4873015873015873
17031804405,2364,1494,0.631979695431472
17031804406,5240,3163,0.6036259541984733
17031804505,2763,1132,0.4096996018820123
17031804506,4098,1724,0.42069302098584677
17031804507,9900,3971,0.4011111111111111
17031804508,1803,1028,0.5701608430393789
17031804509,4542,2533,0.5576838397181858
17031804510,4943,3117,0.6305887113089217
17031804511,2047,1144,0.558866634098681
17031804603,4584,1973,0.4304101221640489
17031804606,6135,2543,0.41450692746536266
17031804607,5751,2261,0.3931490175621631
17031804608,2938,1172,0.39891082368958475
17031804609,4942,1944,0.3933630109267503
17031804610,2067,631,0.30527334300919207
17031804611,3626,1355,0.3736900165471594
17031804701,5342,2424,0.45376263571695996
17031804705,3255,1525,0.4685099846390169
17031804706,2070,910,0.4396135265700483
17031804709,5327,2682,0.5034728740379201
17031804710,3484,1556,0.44661308840413316
17031804711,6229,2833,0.45480815540215125
17031804712,4148,1532,0.36933461909353904
17031804713,4139,1631,0.39405653539502294
17031804714,2959,1232,0.4163568773234201
17031804715,2480,1488,0.6
17031804716,4096,1844,0.4501953125
17031804803,4877,2288,0.4691408652860365
17031804804,5371,2254,0.41966114317631725
17031804805,5517,2581,0.4678267174188871
17031804806,2967,1677,0.5652173913043478
17031804807,3861,1953,0.5058275058275058
17031804808,2214,1097,0.495483288166215
17031804809,3499,1367,0.3906830523006573
17031804810,5746,2835,0.4933867037939436
17031804901,5226,2025,0.38748564867967855
17031804902,4648,2279,0.4903184165232358
17031805001,3838,1623,0.4228764981761334
17031805002,5571,2902,0.5209118650152575
17031805105,5352,2609,0.4874813153961136
17031805106,2562,1061,0.4141295862607338
17031805107,5357,2404,0.4487586335635617
17031805108,4931,2346,0.4757655647941594
17031805109,3698,1730,0.46782044348296375
17031805110,3786,1503,0.3969889064976228
17031805111,5807,2939,0.5061133115205786
17031805112,2750,1311,0.4767272727272727
17031805201,3165,1647,0.5203791469194313
17031805202,3476,1414,0.40678941311852707
17031805301,2784,1443,0.5183189655172413
17031805302,3176,1586,0.4993702770780856
17031805401,3204,1531,0.4778401997503121
17031805402,4086,2270,0.5555555555555556
17031805501,3237,1360,0.42014210688909487
17031805502,3052,1150,0.3768020969855832
17031805600,3524,1351,0.38337116912599317
17031805701,3885,1434,0.3691119691119691
17031805702,1501,603,0.40173217854763493
17031805801,1982,703,0.3546922300706357
17031805802,3865,1648,0.4263906856403622
17031805901,3526,1517,0.43023255813953487
17031805902,5414,2475,0.45714813446619873
17031806001,5192,2947,0.5676040061633282
17031806002,5822,3001,0.5154586052902782
17031806003,6563,3587,0.5465488343745238
17031806004,6299,3714,0.589617399587236
17031806102,3456,1396,0.4039351851851852
17031806103,4114,1768,0.4297520661157025
17031806104,3678,2056,0.55899945622621
17031806201,4096,1775,0.433349609375
17031806202,3722,1704,0.4578183772165502
17031806300,3618,1458,0.40298507462686567
17031806400,2176,1185,0.5445772058823529
17031806501,2124,1276,0.60075329566855
17031806502,3693,2034,0.5507717303005687
17031806600,2695,1047,0.38849721706864565
17031806700,3266,1114,0.34109001837109615
17031806801,3452,2079,0.6022595596755504
17031806802,2513,1095,0.4357341822522881
17031806900,4073,1860,0.4566658482690891
17031807000,5136,3378,0.6577102803738317
17031807100,2710,1090,0.4022140221402214
17031807200,4498,2101,0.4670964873277012
17031807300,6132,3110,0.5071754729288976
17031807400,5788,3655,0.6314789219073946
17031807500,2910,1081,0.37147766323024056
17031807600,5361,3087,0.5758254057078903
17031807700,4699,2735,0.5820387316450308
17031807800,2290,1036,0.4524017467248908
17031807900,3493,1723,0.49327225880332093
17031808001,3100,1584,0.5109677419354839
17031808002,3767,1887,0.5009291213166976
17031808100,3255,1741,0.5348694316436252
17031808200,4676,2527,0.5404191616766467
17031808301,5365,2740,0.51071761416589
17031808302,2992,1517,0.50701871657754
17031808400,3620,1951,0.5389502762430939
17031808500,3472,1824,0.5253456221198156
17031808600,1812,894,0.49337748344370863
17031808702,5306,4844,0.9129287598944591
17031808800,3069,1323,0.4310850439882698
17031808900,3341,1202,0.3597725231966477
17031809000,3110,1053,0.3385852090032154
17031809100,2632,799,0.30357142857142855
17031809200,3827,2197,0.5740789129866737
17031809300,4319,2874,0.6654318129196574
17031809400,5037,2567,0.5096287472702005
17031809500,3455,1559,0.4512301013024602
17031809600,2599,1313,0.5051943055021162
17031809700,3188,1413,0.4432245922208281
17031809800,2299,1070,0.46541974771639844
17031809900,2494,759,0.30433039294306335
17031810000,4086,1084,0.26529613313754286
17031810100,3731,1442,0.38649155722326456
17031810200,4811,2417,0.5023903554354604
17031810301,3154,1437,0.4556119213696893
17031810302,2438,977,0.4007383100902379
17031810400,4286,1613,0.3763415772281848
17031810501,4366,2313,0.5297755382501145
17031810502,4598,2807,0.6104828186167899
17031810600,3817,1962,0.5140162431228714
17031810701,4154,2335,0.5621088107847857
17031810702,3282,1868,0.5691651432053626
17031810800,4357,2344,0.5379848519623595
17031810900,5556,3054,0.5496760259179265
17031811000,3325,1528,0.45954887218045115
17031811100,5145,2872,0.5582118561710399
17031811200,4350,2180,0.5011494252873563
17031811301,3877,1931,0.49806551457312354
17031811302,2469,1466,0.5937626569461321
17031811401,4235,2260,0.5336481700118064
17031811402,3677,1833,0.4985042153929834
17031811500,5312,2748,0.5173192771084337
17031811600,4991,2571,0.515127229012222
17031811701,2845,1629,0.5725834797891037
17031811702,3801,2065,0.5432780847145487
17031811800,4296,2421,0.5635474860335196
17031811900,4737,2512,0.530293434663289
17031812000,4111,1611,0.3918754560934079
17031812100,3477,1261,0.36266896750071903
17031812200,3005,1193,0.39700499168053244
17031812301,3379,1119,0.33116306599585676
17031812302,2240,821,0.3665178571428571
17031812400,2581,1012,0.3920960867880666
17031812500,2792,1374,0.49212034383954156
17031812600,2824,1192,0.42209631728045327
17031812700,2941,1191,0.40496429785787147
17031812801,2630,1059,0.4026615969581749
17031812802,2093,761,0.3635929288103201
17031812900,3665,1447,0.3948158253751705
17031813000,2800,1141,0.4075
17031813100,3773,1585,0.420090113967665
17031813200,3367,1303,0.38699138699138697
17031813301,2269,1585,0.6985456148082856
17031813302,2685,1784,0.6644320297951583
17031813400,5401,3755,0.6952416219218663
17031813500,5156,3260,0.6322730799069046
17031813600,3565,2312,0.6485273492286115
17031813701,2712,2053,0.7570058997050148
17031813702,2761,1866,0.6758420862006519
17031813801,2391,1629,0.6813048933500627
17031813802,4018,2866,0.713290194126431
17031813900,4904,3500,0.7137030995106036
17031814000,4032,2645,0.6560019841269841
17031814100,3148,2218,0.704574332909784
17031814200,4911,3507,0.7141111789859499
17031814300,3518,2483,0.7057987492893689
17031814400,5718,3485,0.6094788387548093
17031814500,4442,2404,0.5411976587122918
17031814600,4051,2467,0.6089854356948902
17031814700,4592,2708,0.5897212543554007
17031814800,5299,2954,0.5574636723910171
17031814900,5224,2898,0.5547473200612557
17031815000,2948,1679,0.569538670284939
17031815100,3397,1961,0.5772740653517809
17031815200,4907,2583,0.5263908701854494
17031815300,2871,1492,0.5196795541623128
17031815400,4294,2009,0.467862133209129
17031815500,6706,3620,0.5398150909633165
17031815600,4256,2308,0.5422932330827067
17031815701,2797,1065,0.3807651054701466
17031815702,4224,1899,0.44957386363636365
17031815800,1303,607,0.4658480429777437
17031815900,4351,1908,0.43851988048724433
17031816000,2871,987,0.3437826541274817
17031816100,5196,2546,0.4899923017705928
17031816200,3193,1752,0.5487002818665832
17031816300,4025,2240,0.5565217391304348
17031816401,3957,2687,0.6790497851908011
17031816402,3052,1910,0.6258191349934469
17031816500,3201,2074,0.647922524211184
17031816600,3561,2416,0.6784611064307778
17031816700,2065,1149,0.5564164648910411
17031816800,4517,2276,0.50387425282267
17031816900,4442,2643,0.595002251238181
17031817000,4425,2546,0.5753672316384181
17031817101,3964,2350,0.5928355196770938
17031817102,2794,1741,0.6231209735146743
17031817200,3494,2291,0.6556954779622209
17031817300,1754,1256,0.7160775370581528
17031817400,3052,1928,0.6317169069462647
17031817500,2868,2031,0.7081589958158996
17031817600,3437,2151,0.6258364853069538
17031817700,4308,2643,0.6135097493036211
17031817900,4760,2586,0.5432773109243697
17031818000,3689,1914,0.518839793982109
17031818100,2030,873,0.43004926108374386
17031818200,3676,1602,0.4357997823721436
17031818300,5103,3199,0.6268861454046639
17031818401,2926,1380,0.47163362952836635
17031818402,2649,1147,0.4329935824839562
17031818500,4710,1985,0.42144373673036095
17031818600,3928,1639,0.41726069246435843
17031818700,2883,1075,0.37287547693374956
17031818800,4363,1958,0.4487737795095118
17031818900,3831,1608,0.4197337509788567
17031819000,3357,1388,0.41346440274054214
17031819100,3844,2160,0.5619146722164412
17031819200,4671,2703,0.5786769428387926
17031819300,2271,1036,0.456186701893439
17031819400,4440,2110,0.4752252252252252
17031819500,2548,1187,0.46585557299843017
17031819600,2782,1155,0.41516894320632636
17031819700,4312,1624,0.37662337662337664
17031819801,3956,1385,0.3501011122345804
17031819802,2155,920,0.42691415313225056
17031819900,2554,950,0.37196554424432265
17031820000,1679,796,0.47409172126265636
17031820101,5706,2263,0.3966000701016474
17031820103,3294,1780,0.5403764420157863
17031820104,3534,1929,0.5458404074702886
17031820201,6793,2412,0.35507139702635065
17031820202,2717,1538,0.5660655134339345
17031820300,3740,2109,0.563903743315508
17031820400,4725,3395,0.7185185185185186
17031820501,5073,2552,0.5030553912872068
17031820502,4173,2561,0.6137071651090342
17031820603,4162,2286,0.54925516578568
17031820604,2936,1814,0.6178474114441417
17031820605,3251,1814,0.557982159335589
17031820606,3084,1300,0.42153047989623865
17031820700,5197,2134,0.41062151241100636
17031820800,3269,1826,0.5585806056898134
17031820901,4415,2643,0.5986409966024915
17031820902,3809,2172,0.5702284064058808
17031821001,4032,2272,0.5634920634920635
17031821002,4554,2647,0.5812472551602986
17031821101,3810,2132,0.5595800524934383
17031821102,3422,1962,0.5733489187609585
17031821200,4967,3138,0.6317696798872559
17031821300,4482,2770,0.6180276662204373
17031821401,3242,2007,0.6190623072177668
17031821402,2686,1459,0.543186895011169
17031821500,1339,891,0.6654219566840927
17031821600,3793,1961,0.5170050092275243
17031821700,3707,1631,0.43997841920690584
17031821800,4326,2008,0.4641701340730467
17031821900,4050,1935,0.4777777777777778
17031822000,3761,2063,0.5485243286360011
17031822101,3580,1868,0.5217877094972067
17031822102,4049,1945,0.48036552235119784
17031822200,3279,1489,0.45410186032326927
17031822301,3105,1919,0.6180354267310789
17031822302,3925,2178,0.5549044585987262
17031822400,4307,2585,0.6001857441374506
17031822500,3608,1684,0.46674057649667405
17031822601,3974,2002,0.5037745344740815
17031822602,6142,3064,0.49886030608922177
17031822701,3362,1563,0.46490184414039265
17031822702,2825,1534,0.5430088495575222
17031822801,2480,1032,0.4161290322580645
17031822802,2829,1249,0.4414987628137151
17031822900,1702,1079,0.6339600470035253
17031823001,4856,2911,0.5994645799011532
17031823002,4504,2432,0.5399644760213144
17031823101,3622,2079,0.5739922694643843
17031823102,2974,1794,0.6032279757901816
17031823200,3718,1856,0.49919311457772997
17031823302,5181,2820,0.5442964678633468
17031823303,3649,2116,0.5798848999725952
17031823304,4771,2468,0.5172919723328443
17031823400,3971,2280,0.5741626794258373
17031823500,3761,2183,0.5804307365062483
17031823602,5484,2528,0.46097738876732314
17031823603,1820,1317,0.7236263736263736
17031823604,3026,1410,0.46596166556510243
17031823605,3468,1843,0.5314302191464821
17031823702,5231,2463,0.47084687440259987
17031823703,5710,3468,0.6073555166374781
17031823704,3499,1777,0.5078593883966848
17031823705,3888,2234,0.5745884773662552
17031823801,4569,1842,0.40315167432698623
17031823803,5954,2867,0.48152502519314744
17031823805,2422,1128,0.46573080099091657
17031823806,3177,1804,0.5678312873780296
17031823901,3225,1339,0.4151937984496124
17031823903,3924,1581,0.4029051987767584
17031823904,3643,1489,0.40872906944825693
17031824003,5444,2526,0.46399706098457016
17031824004,4671,2176,0.46585313637336756
17031824005,4521,1898,0.4198186241981862
17031824006,3365,1414,0.4202080237741456
17031824105,5412,2281,0.42147080561714706
17031824106,5788,2434,0.42052522460262615
17031824107,5916,2898,0.4898580121703854
17031824108,6391,3160,0.4944453137224222
17031824113,5857,2797,0.4775482328837289
17031824114,4154,1746,0.4203177660086663
17031824115,3163,1526,0.48245336705659186
17031824116,4022,1941,0.4825957235206365
17031824117,8172,3497,0.4279246206558982
17031824119,4940,2347,0.4751012145748988
17031824120,7486,2846,0.38017632914774246
17031824121,2591,1023,0.39482825164029334
17031824122,5390,2214,0.41076066790352506
17031824123,6563,3094,0.4714307481334755
17031824300,3695,2662,0.7204330175913396
17031824400,2033,1296,0.6374815543531727
17031824503,5981,2251,0.37635846848353116
17031824505,5741,2322,0.40445915345758576
17031824506,6364,2510,0.39440603394091767
17031824507,3467,1552,0.44764926449379866
17031824601,4170,1811,0.4342925659472422
17031824602,5410,2404,0.444362292051756
17031824701,3488,1936,0.555045871559633
17031824702,4737,2583,0.545281823939202
17031824800,5472,3872,0.7076023391812866
17031824900,2410,1568,0.6506224066390042
17031825000,4071,2037,0.5003684598378777
17031825200,1575,831,0.5276190476190477
17031825302,4991,2198,0.44039270687237025
17031825303,3131,1471,0.46981794953688916
17031825304,3547,1467,0.4135889484071046
17031825400,4318,1467,0.3397406206577119
17031825501,4142,2315,0.5589087397392564
17031825503,5589,3030,0.5421363392377885
17031825504,3025,1622,0.536198347107438
17031825505,4409,2563,0.5813109548650488
17031825600,4181,2777,0.6641951686199474
17031825700,3411,2282,0.6690120199355027
17031825801,2663,1697,0.6372512204280886
17031825802,4823,3037,0.6296910636533278
17031825803,4630,2709,0.585097192224622
17031825900,2887,1885,0.652926913751299
17031826000,2113,1344,0.6360624704212021
17031826100,5532,3495,0.6317787418655098
17031826201,3332,2022,0.6068427370948379
17031826202,4520,2863,0.6334070796460177
17031826301,3178,1679,0.5283196979232222
17031826303,3534,2203,0.623372948500283
17031826304,2310,1485,0.6428571428571429
17031826401,3164,1842,0.5821744627054362
17031826402,3975,2398,0.6032704402515723
17031826500,4974,3548,0.7133092078809811
17031826600,4216,2646,0.6276091081593927
17031826700,4332,2703,0.6239612188365651
17031826800,3732,2557,0.685155412647374
17031826901,1481,1226,0.8278190411883862
17031826902,1007,751,0.7457795431976166
17031827000,2847,2156,0.7572883737267299
17031827100,2106,1506,0.7150997150997151
17031827200,3524,2318,0.6577752553916004
17031827300,2156,1707,0.7917439703153989
17031827400,3667,2753,0.7507499318243797
17031827500,4330,3170,0.7321016166281755
17031827600,2631,1638,0.6225769669327252
17031827700,2185,1480,0.6773455377574371
17031827801,4088,2446,0.5983365949119374
17031827802,2804,1525,0.5438659058487875
17031827804,2801,1362,0.4862549089610853
17031827805,2407,1183,0.4914831740756128
17031827901,2269,1268,0.5588364918466284
17031827902,3853,2105,0.5463275369841681
17031828000,4536,2946,0.6494708994708994
17031828100,3705,1931,0.5211875843454791
17031828201,3358,1601,0.47677188802858844
17031828202,3848,1868,0.48544698544698545
17031828300,2866,1559,0.5439637124912771
17031828401,2893,1352,0.46733494642239887
17031828402,3332,1813,0.5441176470588235
17031828503,3380,2074,0.6136094674556213
17031828504,4793,3016,0.6292509910285834
17031828505,5459,3136,0.5744641875801428
17031828506,7533,4423,0.5871498738882251
17031828601,3225,1224,0.37953488372093025
17031828602,3806,1816,0.4771413557540725
17031828701,2989,1391,0.46537303445968553
17031828702,4353,2583,0.5933838731909028
17031828801,4669,2310,0.4947526236881559
17031828802,2948,1486,0.5040705563093623
17031828900,2368,1606,0.6782094594594594
17031829000,857,713,0.8319719953325554
17031829100,2809,2227,0.792808828764685
17031829200,4444,2897,0.6518901890189019
17031829301,3534,1865,0.5277306168647425
17031829302,3307,2523,0.7629271242818264
17031829401,1082,848,0.7837338262476895
17031829402,2567,1380,0.5375925204518893
17031829500,3386,2392,0.7064382752510336
17031829600,2355,1282,0.5443736730360934
17031829700,3454,2299,0.6656050955414012
17031829800,5446,2195,0.4030481087036357
17031829901,7637,3438,0.45017677098337044
17031829902,5062,2180,0.4306598182536547
17031830001,2218,1121,0.5054102795311091
17031830003,5894,2541,0.4311163895486936
17031830004,6168,2713,0.4398508430609598
17031830005,3696,1208,0.3268398268398268
17031830006,1812,761,0.41997792494481234
17031830007,4155,2395,0.5764139590854392
17031830008,3613,1638,0.45336285635206197
17031830100,2468,1191,0.48257698541329014
17031830201,4668,2218,0.47514995715509856
17031830202,2600,1230,0.47307692307692306
17031830300,3901,2654,0.6803383747756986
17031830400,3508,1663,0.4740592930444698
17031830500,3439,2506,0.7287002035475428
17031830600,3835,2201,0.5739243807040417
17031830700,3115,1671,0.5364365971107544
17031830800,2306,665,0.2883781439722463
17031830900,2419,703,0.2906159570070277
17031831000,1828,312,0.17067833698030635
17031831100,6758,4114,0.6087599881621781
17031831200,3747,2573,0.6866826794769149
17031831300,918,666,0.7254901960784313
17031831400,2412,1757,0.728441127694859
17031831500,2897,1463,0.505005177770107
17031831600,6082,3952,0.6497862545215389
17031831700,1858,1082,0.5823466092572659
17031831800,4822,2791,0.5788054749066778
17031831900,2297,436,0.18981279930343928
17031832000,1715,552,0.321865889212828
17031832100,2890,1054,0.36470588235294116
17031832200,2873,839,0.2920292377305952
17031832300,1668,494,0.2961630695443645
17031832400,2717,1038,0.382039013617961
17031832500,3126,1427,0.4564939219449776
17031832600,3306,745,0.22534785238959468
17031832900,2364,1450,0.6133671742808798
17031833000,2950,790,0.2677966101694915
17031833100,6658,1802,0.2706518474016221
17031833300,2445,1625,0.6646216768916156
17031833900,1777,1403,0.7895329206527856
17031834000,2495,1565,0.627254509018036
17031834200,3559,2302,0.6468109019387468
17031834300,5216,3566,0.6836656441717791
17031834400,3345,2080,0.6218236173393124
17031834500,958,676,0.7056367432150313
17031834600,2133,1708,0.8007501172058135
17031834700,1299,1038,0.7990762124711316
17031834800,1203,939,0.7805486284289277
17031834900,1677,1356,0.8085867620751341
17031835000,4538,3508,0.7730277655354781
17031835100,4300,3130,0.727906976744186
17031835200,1461,874,0.5982203969883642
17031835500,1196,922,0.7709030100334449
17031835600,765,572,0.7477124183006536
17031835700,376,286,0.7606382978723404
17031835800,1190,613,0.515126050420168
17031835900,2482,1705,0.6869460112812248
17031836000,1975,1065,0.5392405063291139
17031836100,1409,922,0.6543647977288858
17031836200,1631,1489,0.9129368485591661
17031836300,1249,687,0.5500400320256205
17031836400,2587,1390,0.5373018940858136
17031836500,1167,744,0.6375321336760925
17031836600,2268,1436,0.6331569664902998
17031836700,1691,1176,0.6954464813719693
17031836800,1630,1368,0.8392638036809816
17031836900,1032,775,0.750968992248062
17031837000,1329,870,0.654627539503386
17031837100,1568,1031,0.6575255102040817
17031837300,1870,1273,0.6807486631016043
17031837400,1859,1393,0.7493275954814417
17031837800,2630,1630,0.6197718631178707
17031838000,2292,1578,0.6884816753926701
17031838100,1736,1103,0.6353686635944701
17031838200,1976,1628,0.8238866396761133
17031838300,1309,720,0.5500381970970206
17031838600,1017,857,0.8426745329400197
17031838700,3428,2854,0.8325554259043174
17031838800,2402,1844,0.7676935886761033
17031839000,7735,2689,0.3476405946994182
17031839100,5821,2612,0.4487201511767738
17031839200,2234,1304,0.5837063563115488
17031839500,1280,833,0.65078125
17031839600,1612,941,0.5837468982630273
17031839700,3657,1852,0.5064260322668854
17031839800,2596,1557,0.599768875192604
17031839900,3444,1756,0.5098722415795587
17031840000,2294,1079,0.47035745422842196
17031840100,2375,1748,0.736
17031840200,2049,1265,0.6173743289409468
17031840300,2972,1857,0.6248317631224765
17031840400,2696,1795,0.6658011869436202
17031840700,2831,2142,0.7566231013776051
17031840800,2145,1751,0.8163170163170164
17031841000,725,286,0.39448275862068966
17031841100,6159,4573,0.7424906640688423
17031841200,3874,2619,0.6760454310789882
17031841300,3253,1897,0.5831540116815247
17031841400,918,662,0.7211328976034859
17031841500,2087,1772,0.8490656444657403
17031841600,543,408,0.7513812154696132
17031841700,1398,1114,0.7968526466380543
17031841800,1892,1259,0.6654334038054969
17031841900,5812,3561,0.6126978664831383
17031842000,3048,2549,0.8362860892388452
17031842100,5236,3860,0.7372039724980901
17031842200,2526,787,0.31155977830562154
17031842300,3111,904,0.290581806493089
17031842400,2576,1542,0.5986024844720497
17031842500,1309,1068,0.8158899923605806
17031842600,3794,2182,0.5751186083289405
17031842800,5405,3916,0.7245143385753932
17031842900,1847,1323,0.7162966973470493
17031843000,1854,1497,0.8074433656957929
17031843100,1308,1064,0.8134556574923547
17031843200,1627,917,0.5636140135218193
17031843300,1649,1273,0.7719830200121286
17031843400,1017,798,0.7846607669616519
17031843500,9105,8651,0.9501372872048325
17031843600,2039,1283,0.6292300147130947
17031843700,1914,733,0.3829676071055381
17031843800,1346,883,0.6560178306092125
17031843900,3253,2027,0.6231171226560098
17031980000,0,0,NaN
17031980100,0,0,NaN
17031990000,0,0,NaN
